,KHOLODKOVSKIY_FAUST_GOETHE,KHOLODKOVSKIY_FAUST2_GOETHE,PASTERNAK_FAUST_GOETHE,PASTERNAK_FAUST2_GOETHE
эти,-0.4234008652363937,-1.1492309199273543,0.4234008652363937,1.1492309199273543
жизнь,-0.4979550016552393,-0.6086116686897369,-0.3872983346207417,1.4938650049657178
ей,1.286996668227338,-0.9781174678527768,0.2573993336454676,-0.5662785340200287
Они,-0.40280473635390524,-0.575435337648436,-0.5178918038835925,1.4961318778859336
мир,1.3957263155977062,-0.13957263155977062,-0.9770084209183943,-0.27914526311954124
когда,1.2402159462046676,-1.014722137803819,-0.5637345210021216,0.338240712601273
друг,1.4136793929253808,-0.9424529286169205,-0.26927226531912013,-0.2019541989893401
всегда,1.3024061126403663,-0.5920027784728938,-0.9472044455566301,0.23680111138915752
тобой,0.3985266984930429,-1.0627378626481143,-0.5313689313240572,1.1955800954791287
пред,-0.08138882794963151,-0.6239810142805082,-0.7324994515466836,1.4378692937768234
нами,0.07465859537202131,-0.5226101676041492,-0.9207893429215962,1.3687409151537242
себе,0.7892283294029703,0.338240712601273,-1.4657097546055162,0.338240712601273
том,1.1257181615796847,-1.1257181615796847,-0.4824506406770077,0.4824506406770077
над,0.13839145970213715,-0.6366007146298309,-0.8580270501532503,1.356236305080944
Теперь,0.5242965552319167,-1.1068482832673796,-0.5242965552319167,1.1068482832673796
От,-0.7930090855536827,-0.7930090855536827,0.3007965496927762,1.2852216214145893
Ах,1.294934706924062,-0.9712010301930465,0.24280025754826162,-0.5665339342792771
этой,-0.6607220322317385,-1.0017398553190875,0.5328403485739827,1.1296215389768431
они,-0.3703149778826719,0.45260719518993237,-1.1932371509552762,1.1109449336480157
Для,0.508000508000762,-1.3970013970020956,0.0,0.8890008890013334
мог,0.5735045209136072,-0.7759178812360567,-0.910860121451023,1.1132734817734726
день,1.1759010854794965,-1.081828998641137,0.42332439077261874,-0.5173964776109785
Меня,1.1251798047845263,-1.3076413947495846,0.030410264994176383,0.15205132497088192
перед,1.3801871293630328,-1.0071635808865376,-0.26111648393354675,-0.11190706454294862
мною,1.1240449674940887,-1.2139685648936158,0.4046561882978719,-0.3147325908983448
Там,-0.09393364366277243,0.09393364366277243,-1.2211373676160415,1.2211373676160415
этих,-0.8807882637819635,-0.7880737096996516,0.5099300474527158,1.1589319260288995
Ведь,0.560448538317805,-1.2009611535381535,-0.40032038451271784,1.0408329997330663
тем,0.04484109566669633,-0.8519808176672302,-0.5829342436670523,1.3900739656675862
моя,1.422065244101619,-0.8918036276569475,-0.12051400373742534,-0.4097476127072462
хоть,1.4829203979300423,-0.28773082347896345,-0.6418610677607646,-0.5533285066903143
ведь,0.8643929322032532,-0.9395575350035361,-0.7892283294029703,0.8643929322032532
Гретхен,1.2725924427811635,-0.8530564726335271,0.3216442437798545,-0.7411802139274908
вижу,0.8488746876271654,0.8488746876271654,-0.6063390625908325,-1.0914103126634984
Хор,0.18167920894622253,1.332314198938965,-0.9083960447311126,-0.6055973631540751
больше,0.14334554477024897,-1.2901099029322407,0.0,1.1467643581619917
своей,0.6040404496926219,-1.409427715949451,0.0,0.8053872662568292
Елена,-0.6914082193458774,1.4289103199814799,-0.6914082193458774,-0.04609388128972516
много,0.9428090415820635,0.7071067811865476,-1.1785113019775793,-0.47140452079103173
наш,-0.7250711381235678,0.34345474963747946,-0.8777176935180031,1.2593340820040915
Чем,0.22196863065014555,-1.4058013274509218,0.22196863065014555,0.9618640661506307
Его,1.4433756729740645,-0.8660254037844387,-0.2886751345948129,-0.2886751345948129
ему,1.0458023616659895,-1.2482157219884389,0.5060334008061239,-0.30362004048367436
сердце,1.3055824196677337,-1.0817682905818367,0.11190706454294862,-0.33572119362884584
сюда,0.3553711577967667,0.7615096238502144,-1.4722519394437477,0.3553711577967667
будто,1.3956510045920165,-0.36727658015579384,-0.954919108405064,-0.07345531603115876
Лишь,1.224744871391589,-1.224744871391589,0.0,0.0
вновь,1.016001016001524,0.6350006350009525,-1.1430011430017144,-0.508000508000762
время,-0.6838249632112599,-0.2519355127620431,-0.5398618130615209,1.4756222890348238
Тогда,-0.601123145788423,-1.0820216624191614,1.0018719096473716,0.6812728985602127
Нам,0.05878963512522154,-0.9994237971287663,-0.4115274458765508,1.3521616078800955
час,-0.16081688022566923,-0.8040844011283462,-0.4824506406770077,1.4473519220310231
земли,-0.45566118843288356,-0.5858500994137075,-0.45566118843288356,1.4971724762794745
один,-0.23237900077244503,-0.6971370023173351,-0.5422176684690384,1.4717336715588185
Еще,-0.26111648393354675,-1.3055824196677337,0.7833494518006403,0.7833494518006403
Хоть,-0.08617274844321392,-1.2925912266482087,0.25851824532964174,1.120245729761781
моей,1.2060536506527617,-1.0520893548247494,0.3849107395700303,-0.5388750353980424
нем,1.4565911416765842,-0.31665024819056176,-0.8232906452954606,-0.31665024819056176
дело,0.6324555320336759,-1.2649110640673518,-0.31622776601683794,0.9486832980505138
Ни,1.1371470653683553,-1.1371470653683553,-0.4548588261473421,0.4548588261473421
лет,-0.8622018733942658,-0.40236087425065736,-0.17244037467885318,1.4370031223237762
собой,0.05555555555555555,-0.6111111111111112,-0.8333333333333334,1.3888888888888888
этом,0.8514202182000766,-1.35225564067071,-0.15025062674119,0.6510860492118233
того,0.15676112338015316,-1.0973278636610722,-0.3448744714363369,1.2854412117172558
лучше,0.7833494518006403,-1.4547918390583319,0.48493061301944396,0.1865117742382477
такой,0.7701540462154054,-1.4702940882294102,0.3500700210070024,0.3500700210070024
да,1.4859557584696228,-0.44177063089637436,-0.3614486980061245,-0.682736429567124
или,-0.4979550016552393,-1.161895003862225,0.7192683357242345,0.9405816697932298
путь,0.970946667004732,-1.1004062226053628,-0.5825680002028392,0.7120275558034701
земле,1.1349748626869662,-1.2863048443785616,-0.07566499084579774,0.22699497253739323
пусть,0.7167277238512448,0.8600732686214938,-1.2901099029322407,-0.28669108954049793
Марта,1.4987041034297952,-0.5289543894458101,-0.44079532453817505,-0.5289543894458101
кажется,0.0,-1.3466376037453043,0.29925280083228983,1.0473848029130146
Тебе,0.8798826901281198,-1.3198240351921797,-0.21997067253202995,0.6599120175960899
грудь,1.4770978917519928,-0.7385489458759964,-0.3692744729379982,-0.3692744729379982
ночь,0.8207467664161003,-1.2115785599475768,-0.429914972884624,0.8207467664161003
была,0.23245339776515386,-1.2552483479318308,-0.13947203865909233,1.1622669888257693
сейчас,1.4267845968170128,-0.5256574830378468,-0.826033187630902,-0.07509392614826382
эту,-0.258313721369359,-0.9815921412035642,-0.1549882328216154,1.3948940953945386
тогда,0.3872983346207417,-0.3872983346207417,-1.161895003862225,1.161895003862225
свою,-0.10425720702853739,-1.355343691370986,0.5212860351426869,0.9383148632568366
ваш,0.6603381797442178,-1.4527439954372794,0.6603381797442178,0.13206763594884358
него,1.4887848894072557,-0.5825680002028392,-0.3236488890015773,-0.5825680002028392
рад,1.1349748626869662,-0.6809849176121797,-0.9836448809953706,0.5296549359205842
даже,-0.4629100498862757,0.0,-0.9258200997725514,1.3887301496588271
вид,0.0,0.0,0.0,0.0
знаю,1.2780193008453875,-0.3651483716701107,0.18257418583505536,-1.0954451150103321
средь,-0.6491134836118732,-1.038581573778997,0.6491134836118732,1.038581573778997
пор,-0.25116550748367644,-1.255827537418382,0.4186091791394607,1.088383865762598
любви,0.2980982375689366,-1.3712518928171085,0.05961964751378732,1.0135340077343844
нибудь,0.031517891481565016,-1.3552693337072956,1.0400904188916456,0.28366102333408516
кругом,0.560448538317805,-1.2009611535381535,-0.40032038451271784,1.0408329997330663
жить,1.347039765200812,0.08980265101338746,-0.4490132550669373,-0.987829161147262
вперед,1.0456450133653885,-0.8555277382080452,-0.8555277382080452,0.6654104630507017
давно,1.1548782803241786,0.18234920215644926,-1.2764444150951448,-0.060783067385483086
народ,0.5662785340200287,-0.2573993336454676,-1.286996668227338,0.9781174678527768
человек,0.494579785697399,-1.483739357092197,0.3147325908983448,0.6744269804964532
милый,1.4657097546055162,-0.6388991238024045,-0.18791150700070722,-0.6388991238024045
Без,-0.03940552031195503,-0.9851380077988758,-0.3546496828075953,1.3791932109184262
каждый,1.1118908983632405,-0.2926028679903264,-1.228932045559371,0.409644015186457
Уж,0.7385489458759964,0.3692744729379982,0.3692744729379982,-1.4770978917519928
своих,-0.13130643285972254,-0.5252257314388902,-0.7878385971583353,1.444370761456948
гор,-0.6599120175960899,0.21997067253202995,-0.8798826901281198,1.3198240351921797
уже,0.18121017588944724,-0.8335668090914573,-0.6885986683798996,1.3409553015819096
руки,-0.851657165104514,-0.851657165104514,0.6294857307294234,1.0738285994796046
сил,0.3807729859453999,-1.3115513960341552,-0.12692432864846662,1.0577027387372218
тех,-0.13947203865909233,-1.0692856297197078,-0.13947203865909233,1.3482297070378924
горе,1.3228756555322951,0.1889822365046136,-0.944911182523068,-0.5669467095138409
Мой,1.2962378478271397,-0.5337449961641163,0.228747855498907,-0.9912407071619304
снова,0.8660254037844386,-0.8660254037844386,-0.8660254037844386,0.8660254037844386
Это,-0.6037034299432968,-0.6037034299432968,-0.2744106499742259,1.4818175098608197
Тебя,0.9036961141150639,-1.420093893609386,0.12909944487358055,0.3872983346207417
Тот,-0.10741723110591493,-0.3222516933177448,-0.9667550799532344,1.396424004376894
Их,-0.43915503282683993,-1.02469507659596,0.14638501094227999,1.3174650984805198
моих,-0.08075728530872482,-1.372873850248322,0.8883301383959731,0.5653009971610737
Куда,-0.5,-1.1666666666666667,0.8333333333333334,0.8333333333333334
знать,-0.8333333333333334,-0.8333333333333334,1.1666666666666667,0.5
души,1.1368136509001658,-1.2356670118480064,0.34598676331744177,-0.24713340236960127
дом,-0.47000967108038416,-0.05222329678670935,-0.887796045374059,1.4100290132411526
Во,0.6686137412403139,-1.2764444150951448,-0.3039153369274154,0.9117460107822463
чему,1.4581173459945758,-0.42332439077261874,-0.7996127381260577,-0.2351802170958993
ничего,-0.3703149778826719,-0.8640682817262345,-0.20573054326815107,1.4401138028770575
Тут,-0.12565617248750865,-1.0052493799000692,-0.2513123449750173,1.3822178973625951
Зачем,0.21997067253202995,-1.3198240351921797,1.0998533626601497,0.0
всей,0.7071067811865475,-1.414213562373095,0.0,0.7071067811865475
иль,0.18257418583505536,0.5477225575051661,-1.4605934866804429,0.7302967433402214
стал,0.9338592095470355,-0.5603155257282213,-1.1206310514564426,0.7470873676376284
должен,1.2247448713915892,0.0,-1.2247448713915892,0.0
миг,-0.72280413697864,-0.9155519068396106,0.43368248218718397,1.2046735616310666
первый,0.4539206495016018,-0.6354889093022426,-0.998625428903524,1.1801936887041646
могу,1.2402159462046676,-1.014722137803819,0.338240712601273,-0.5637345210021216
мать,1.1932371509552762,-1.1109449336480157,0.3703149778826719,-0.45260719518993237
силы,-0.409644015186457,0.2926028679903264,-1.1118908983632405,1.228932045559371
При,0.2224236846977225,-1.0231489496095234,-0.48933210633498947,1.2900573712467904
душе,1.2764444150951448,-1.1548782803241786,0.060783067385483086,-0.18234920215644926
нему,0.1732050807568877,-1.212435565298214,1.212435565298214,-0.1732050807568877
пламя,-0.6142712695109416,-1.0237854491849028,0.47776654295295456,1.1602901757428896
людей,1.1257181615796847,-0.4824506406770077,-1.1257181615796847,0.4824506406770077
ждет,0.1986798535597566,0.9933992677987828,-1.390758974918296,0.1986798535597566
Вам,-0.7118684968143741,-0.9966158955401239,0.7118684968143741,0.9966158955401239
вся,1.4473519220310231,-0.16081688022566923,-0.4824506406770077,-0.8040844011283462
бог,0.6735753140545634,-1.4433756729740643,0.6735753140545634,0.09622504486493763
ум,1.1222850838908132,-0.6343350474165466,-1.02469507659596,0.5367450401216932
какой,-0.3807729859453999,-1.2269351769351773,0.9730865196382441,0.6346216432423331
Скорей,0.14638501094227999,-1.415055105775373,0.9271050693011066,0.34156502553198664
скорей,1.35225564067071,-0.05008354224706333,-1.05175438718833,-0.25041771123531664
нельзя,1.3055824196677337,-0.08703882797784893,-0.08703882797784893,-1.131504763712036
прочь,-0.2733151939046264,-0.7106195041520286,-0.49196734902832745,1.4759020470849824
мои,0.6354889093022426,-1.1801936887041646,-0.4539206495016018,0.998625428903524
взгляд,-0.21358941442919022,-1.2388186036893034,0.2990251802008663,1.1533828379176272
этим,-0.31665024819056176,-0.8232906452954606,-0.31665024819056176,1.4565911416765842
опять,1.3055824196677337,-0.08703882797784893,-0.08703882797784893,-1.131504763712036
Или,-0.8649974800942457,-0.8649974800942457,0.8053424814670563,0.9246524787214351
ко,0.4898979485566356,-1.4696938456699067,0.7348469228349533,0.2449489742783178
при,-0.2672612419124244,-1.0690449676496976,0.0,1.3363062095621219
дни,-0.3922322702763681,-0.9805806756909202,0.0,1.3728129459672884
той,0.0,-0.2672612419124244,-1.0690449676496976,1.3363062095621219
готов,1.4962640041614492,-0.4488792012484348,-0.5985056016645797,-0.4488792012484348
эта,0.1986798535597566,-1.390758974918296,0.1986798535597566,0.9933992677987828
сами,-0.2401922307076307,0.2401922307076307,-1.2009611535381535,1.2009611535381535
Со,-0.3922322702763681,-0.9805806756909202,0.0,1.3728129459672884
меж,0.3872983346207417,-0.3872983346207417,-1.161895003862225,1.161895003862225
взор,0.0,0.7071067811865475,-1.414213562373095,0.7071067811865475
другой,-0.3872983346207417,0.3872983346207417,-1.161895003862225,1.161895003862225
всю,1.0502100630210074,-0.6301260378126045,-1.0502100630210074,0.6301260378126045
духов,1.4232712090741664,-0.9209401941068136,-0.25116550748367644,-0.25116550748367644
слова,0.954919108405064,-1.3956510045920165,0.36727658015579384,0.07345531603115876
слов,1.2388186036893034,-1.1533828379176272,-0.2990251802008663,0.21358941442919022
свете,1.05175438718833,-0.7512531337059499,-0.9515873026942033,0.6510860492118233
своим,0.1,-1.1,-0.3,1.3
Ее,0.6809849176121797,-1.1349748626869662,-0.5296549359205842,0.9836448809953706
люди,-0.7406128966515283,0.10580184237878976,-0.7406128966515283,1.3754239509242667
дней,0.954919108405064,-1.3956510045920165,0.07345531603115876,0.36727658015579384
Форкиада,-0.522208268410137,1.4992430931774903,-0.522208268410137,-0.45482655635721614
Дух,1.2997603954770753,-0.6643219799105051,-0.8953904946619852,0.25995207909541507
тобою,1.4904911878446832,-0.41733753259651124,-0.41733753259651124,-0.6558161226516606
труд,-0.8333333333333334,1.1666666666666667,-0.8333333333333334,0.5
Над,-0.09505863757867168,-0.4752931878933584,-0.8555277382080452,1.4258795636800752
край,-1.0408329997330663,-0.24019223070763068,-0.08006407690254357,1.3610893073432406
стоит,0.6762522260005742,-0.40575133560034454,-1.2172540068010336,0.946753116400804
огонь,-0.08451542547285165,-0.5916079783099616,-0.760638829255665,1.4367622330384782
сразу,0.21004201260420147,-1.4702940882294102,0.6301260378126045,0.6301260378126045
Весь,1.0502100630210074,0.6301260378126045,-1.0502100630210074,-0.6301260378126045
дела,-0.12371791482634838,-1.360897063089832,0.6185895741317419,0.8660254037844386
Какой,-0.5212860351426869,-1.1468292773139113,0.7298004491997617,0.9383148632568366
море,-0.40575133560034454,-0.6762522260005742,-0.40575133560034454,1.4877548972012633
те,-0.6301260378126045,-0.6301260378126045,-0.21004201260420147,1.4702940882294102
после,-0.40575133560034454,-1.2172540068010336,0.6762522260005742,0.946753116400804
пути,-0.296078262731896,-0.4934637712198267,-0.6908492797077573,1.4803913136594802
вдруг,0.40575133560034454,-0.946753116400804,-0.6762522260005742,1.2172540068010336
этого,-0.3,-1.1,0.1,1.3
туда,1.2009611535381535,-0.2401922307076307,-1.2009611535381535,0.2401922307076307
идет,1.0332700802904968,0.657535505639407,-1.0332700802904968,-0.657535505639407
чуть,-0.6603381797442178,-0.6603381797442178,1.4527439954372794,-0.13206763594884358
одна,1.4433756729740643,-0.09622504486493763,-0.6735753140545634,-0.6735753140545634
ка,0.6425895644302098,-1.3769776380647352,0.8261865828388412,-0.09179850920431569
свои,0.8080084763427464,-1.248740372529699,-0.36727658015579384,0.8080084763427464
Пока,-0.08703882797784893,-1.131504763712036,-0.08703882797784893,1.3055824196677337
Свой,-0.6260475092762272,-0.9042908467323282,0.20868250309207573,1.3216558529164797
солнце,-0.2095495335851672,-0.7124684141895685,-0.5448287873214347,1.4668467350961705
Средь,-0.04077954358702776,-0.6932522409794719,-0.6932522409794719,1.4272840255459716
месте,0.19867985355975656,-1.1258525035052873,-0.33113308926626095,1.2583057392117916
Пред,-0.3112715087397336,-0.5879572942861634,-0.5879572942861634,1.4871860973120605
всего,0.7833494518006403,-1.3055824196677337,-0.26111648393354675,0.7833494518006403
Под,0.0,-1.1206310514564426,-0.1867718419094071,1.3074028933658497
твоей,0.26111648393354675,-0.7833494518006403,-0.7833494518006403,1.3055824196677337
Иль,0.9258200997725514,0.4629100498862757,-1.3887301496588271,0.0
ними,-0.6040404496926219,-1.0067340828210365,0.4026936331284146,1.2080808993852439
горы,-0.5619514869490164,-0.8429272304235246,0.0,1.404878717372541
сердца,0.7071067811865475,-1.414213562373095,0.0,0.7071067811865475
Ей,-0.6301260378126045,-1.0502100630210074,1.0502100630210074,0.6301260378126045
рук,-0.29488391230979427,-0.7372097807744856,-0.4423258684646914,1.4744195615489712
